28.85,130.10,1828.19,121196.66
28.95,130.74,1843.85,121113.89
29.07,131.28,1856.96,121044.91
29.17,131.82,1870.12,120962.14
29.29,132.46,1885.98,120893.16
29.39,133.00,1899.26,120810.40
29.51,133.75,1917.94,120727.62
29.62,134.29,1931.35,120658.64
29.73,134.83,1944.81,120589.67
29.83,135.36,1958.32,120520.71
29.93,136.01,1974.61,120437.92
30.04,136.55,1988.25,120368.96
30.15,137.09,2001.93,120299.99
30.25,137.74,2018.43,120217.21
30.36,138.28,2032.23,120148.24
30.47,138.82,2046.09,120079.27
30.57,139.37,2060.01,120010.30
30.67,139.91,2073.97,119941.32
30.77,140.57,2090.81,119858.55
30.89,141.11,2104.89,119775.78
31.02,141.77,2121.87,119706.80
31.12,142.43,2138.93,119624.03
31.24,142.98,2153.20,119555.06
31.34,143.53,2167.53,119486.09
31.45,144.07,2181.91,119403.32
31.56,144.73,2199.24,119334.34
31.66,145.28,2213.75,119251.57
31.78,145.94,2231.22,119182.60
31.89,146.60,2248.78,119099.84
32.00,147.15,2263.47,119017.06
32.13,147.92,2284.13,118934.30
32.24,148.59,2301.92,118851.52
32.36,149.14,2316.80,118782.55
32.46,149.70,2331.75,118713.58
32.57,150.37,2349.75,118630.82
32.68,150.92,2364.82,118561.84
32.78,151.48,2379.94,118479.06
32.90,152.15,2398.15,118396.30
33.02,152.82,2416.45,118313.53
33.14,153.49,2434.83,118230.77
33.26,154.16,2453.28,118147.98
33.38,154.83,2471.82,118065.21
33.50,155.51,2490.44,117982.45
33.62,156.29,2512.26,117899.69
33.74,156.85,2527.91,117830.70
33.85,157.53,2546.77,117747.93
33.96,158.10,2562.55,117678.97
34.06,158.66,2578.38,117609.99
34.16,159.23,2594.28,117541.02
34.27,159.68,2607.03,117485.84
34.37,160.25,2623.02,117403.07
34.50,160.93,2642.28,117320.30
34.61,161.61,2661.63,117237.52
34.73,162.29,2681.05,117168.55
34.83,162.86,2697.30,117099.59
34.94,163.43,2713.61,117016.80
35.05,164.11,2733.25,116947.84
35.16,164.68,2749.68,116865.07
35.27,165.37,2769.47,116782.30
35.39,166.06,2789.35,116713.32
35.49,166.64,2805.97,116630.55
35.61,167.33,2826.00,116547.79
35.73,168.02,2846.10,116465.02
35.86,168.83,2869.66,116382.25
35.97,169.40,2886.56,116299.48
36.09,170.09,2906.91,116230.51
36.19,170.67,2923.94,116161.53
36.30,171.25,2941.02,116078.76
36.41,171.95,2961.59,116009.79
36.52,172.53,2978.80,115927.02
36.64,173.23,2999.52,115844.25
36.75,173.93,3020.33,115775.27
36.86,174.51,3037.73,115692.51
36.98,175.33,3062.19,115609.74
37.09,175.92,3079.74,115540.77
37.19,176.50,3097.34,115457.99
37.32,177.20,3118.53,115375.23
37.44,178.03,3143.37,115292.45
37.55,178.61,3161.17,115209.69
37.68,179.32,3182.62,115126.92
37.80,180.03,3204.15,115044.14
37.92,180.74,3225.76,114961.38
38.04,181.45,3247.46,114878.61
38.16,182.16,3269.24,114809.64
38.26,182.75,3287.46,114726.88
38.38,183.47,3309.39,114644.09
38.50,184.18,3331.41,114561.33
38.63,184.90,3353.52,114478.56
38.74,185.61,3375.71,114409.59
38.85,186.21,3394.26,114326.82
38.97,186.93,3416.61,114244.05
39.08,187.64,3439.03,114175.08
39.19,188.25,3457.79,114092.30
39.31,188.97,3480.37,114009.53
39.43,189.69,3503.04,113926.77
39.55,190.41,3525.80,113844.00
39.66,191.14,3548.64,113761.23
39.78,191.86,3571.56,113678.46
39.90,192.59,3594.58,113609.48
40.00,193.19,3613.82,113526.72
40.12,193.92,3636.98,113457.74
40.22,194.53,3656.35,113374.98
40.34,195.26,3679.68,113306.00
40.44,195.87,3699.18,113237.02
40.55,196.48,3718.74,113154.26
40.66,197.21,3742.30,113085.27
40.77,197.83,3761.99,113016.30
40.87,198.56,3785.70,112933.53
40.98,199.06,3801.56,112864.56
41.10,199.92,3829.40,112781.78
41.22,200.53,3849.36,112699.02
41.34,201.27,3873.39,112616.25
41.45,202.01,3897.50,112547.28
41.56,202.75,3921.70,112464.51
41.68,203.37,3941.94,112381.73
41.80,204.12,3966.30,112298.97
41.92,204.86,3990.75,112216.20
42.03,205.61,4015.29,112147.23
42.14,206.23,4035.80,112064.45
42.25,206.98,4060.50,111995.48
42.36,207.61,4081.15,111912.72
42.47,208.36,4106.00,111843.74
42.58,208.98,4126.78,111760.98
42.70,209.86,4155.98,111678.20
42.82,210.49,4176.91,111595.44
42.94,211.25,4202.10,111512.66
43.05,212.00,4227.38,111443.69
43.16,212.63,4248.52,111360.93
43.27,213.39,4273.96,111278.16
43.39,214.15,4299.49,111209.18
43.49,214.78,4320.84,111126.41
43.61,215.55,4346.53,111057.44
43.71,216.18,4368.01,110988.47
43.82,216.82,4389.55,110905.70
43.93,217.58,4415.48,110822.92
44.05,218.35,4441.49,110753.95
44.15,218.99,4463.24,110684.98
44.25,219.64,4485.06,110616.00
44.37,220.28,4506.93,110533.23
44.49,221.05,4533.26,110450.46
44.61,221.82,4559.68,110367.70
44.73,222.60,4586.19,110298.72
44.83,223.24,4608.35,110215.95
44.95,224.02,4635.02,110133.18
45.07,224.80,4661.79,110050.41
45.19,225.58,4688.64,109981.44
45.29,226.23,4711.09,109912.47
45.40,226.88,4733.60,109829.70
45.52,227.66,4760.69,109746.93
45.63,228.44,4787.87,109664.16
45.76,229.23,4815.15,109581.38
45.88,230.01,4842.51,109498.62
46.00,230.93,4874.55,109415.85
46.12,231.59,4897.51,109333.08
46.23,232.38,4925.14,109250.31
46.35,233.17,4952.87,109181.34
46.46,233.96,4980.69,109098.57
46.57,234.63,5003.94,109015.80
46.69,235.42,5031.92,108933.03
46.81,236.22,5060.00,108850.26
46.93,237.02,5088.16,108767.48
47.05,237.82,5116.42,108684.73
47.17,238.62,5144.77,108601.95
47.29,239.42,5173.21,108519.18
47.42,240.22,5201.74,108436.41
47.53,241.03,5230.36,108353.65
47.66,241.83,5259.08,108284.67
47.76,242.50,5283.08,108215.70
47.87,243.18,5307.14,108132.93
47.99,243.98,5336.10,108063.95
48.09,244.79,5365.15,107981.19
48.21,245.47,5389.43,107898.41
48.33,246.29,5418.66,107815.65
48.45,247.10,5447.97,107732.88
48.57,247.92,5477.38,107650.11
48.69,248.74,5506.87,107567.34
48.81,249.56,5536.47,107484.57
48.94,250.52,5571.11,107401.80
49.06,251.20,5595.93,107319.03
49.17,252.03,5625.80,107250.06
49.28,252.72,5650.76,107167.29
49.39,253.55,5680.80,107098.31
49.50,254.24,5705.91,107015.55
49.61,255.07,5736.12,106946.57
49.71,255.76,5761.37,106863.80
49.83,256.59,5791.75,106781.03
49.96,257.42,5822.23,106698.27
50.07,258.26,5852.80,106629.29
50.17,258.96,5878.35,106546.52
50.29,259.79,5909.09,106463.75
50.41,260.63,5939.93,106380.98
50.53,261.47,5970.86,106298.21
50.65,262.31,6001.89,106215.45
50.77,263.16,6033.00,106146.47
50.88,264.00,6064.22,106063.70
50.99,264.71,6090.30,105994.73
51.11,265.42,6116.45,105911.96
51.22,266.27,6147.91,105842.98
51.33,266.98,6174.21,105760.21
51.45,267.83,6205.85,105677.45
51.57,268.69,6237.58,105594.68
51.69,269.54,6269.41,105511.91
51.81,270.40,6301.33,105429.13
51.93,271.27,6333.35,105346.37
52.05,272.13,6365.47,105263.60
52.17,272.99,6397.68,105180.84
52.29,273.86,6429.99,105098.06
52.40,274.72,6462.39,105029.09
52.51,275.44,6489.46,104946.32
52.63,276.31,6522.04,104863.55
52.75,277.18,6554.71,104780.78
52.87,278.04,6587.48,104698.01
52.98,278.91,6620.35,104629.04
53.09,279.63,6647.80,104546.27
53.21,280.50,6680.84,104463.50
53.32,281.36,6713.98,104394.52
53.43,282.08,6741.66,104311.76
53.55,282.94,6774.97,104228.98
53.66,283.80,6808.37,104160.02
53.77,284.52,6836.27,104077.24
53.89,285.37,6869.84,104008.27
53.99,286.08,6897.89,103939.30
54.09,286.79,6926.00,103856.52
54.21,287.64,6959.82,103787.55
54.32,288.35,6988.07,103718.58
54.42,289.05,7016.39,103649.60
54.53,289.75,7044.77,103566.84
54.65,290.59,7078.91,103484.07
54.77,291.43,7113.13,103401.30
54.89,292.27,7147.45,103318.53
55.01,293.10,7181.86,103235.76
55.13,293.93,7216.36,103152.99
55.25,294.76,7250.94,103070.22
55.36,295.59,7285.62,103001.24
55.47,296.28,7314.58,102932.27
55.57,296.97,7343.60,102849.50
55.68,297.80,7378.51,102780.53
55.79,298.48,7407.67,102697.76
55.90,299.30,7442.74,102628.78
56.01,299.99,7472.04,102546.02
56.13,300.94,7513.14,102463.25
56.25,301.76,7548.47,102380.48
56.37,302.44,7577.98,102297.70
56.49,303.26,7613.47,102214.94
56.61,304.08,7649.05,102132.17
56.74,305.03,7690.66,102049.41
56.84,305.71,7720.45,101980.42
56.95,306.52,7756.29,101897.65
57.07,307.20,7786.21,101828.68
57.17,307.88,7816.19,101745.91
57.29,308.70,7852.25,101663.15
57.41,309.51,7888.40,101580.38
57.53,310.32,7924.63,101497.61
57.66,311.14,7960.94,101428.63
57.76,311.82,7991.26,101359.66
57.86,312.50,8021.65,101276.89
57.99,313.45,8064.28,101194.12
58.10,314.13,8094.81,101111.35
58.22,314.95,8131.51,101028.59
58.34,315.77,8168.30,100959.60
58.45,316.45,8199.03,100876.84
58.57,317.27,8235.97,100794.07
58.69,318.10,8273.00,100711.30
58.81,318.92,8310.11,100628.53
58.93,319.75,8347.31,100545.76
59.04,320.58,8384.60,100462.99
59.16,321.41,8421.97,100394.02
59.26,322.11,8453.17,100311.25
59.38,322.94,8490.69,100228.48
59.50,323.91,8534.58,100145.71
59.62,324.61,8566.00,100062.95
59.74,325.45,8603.77,99980.18
59.86,326.29,8641.64,99897.41
59.98,327.14,8679.59,99814.63
60.10,327.98,8717.62,99731.87
60.22,328.83,8755.74,99649.09
60.34,329.67,8793.94,99566.34
60.46,330.52,8832.23,99483.56
60.58,331.37,8870.61,99400.79
60.71,332.23,8909.07,99318.02
60.83,333.08,8947.61,99235.25
60.95,333.80,8979.80,99166.28
61.06,334.80,9024.96,99083.51
61.17,335.52,9057.29,99014.53
61.28,336.39,9096.16,98931.77
61.39,337.12,9128.62,98848.99
61.51,337.99,9167.65,98780.02
61.62,338.87,9206.77,98697.26
61.73,339.60,9239.44,98628.28
61.84,340.34,9272.16,98545.52
61.95,341.22,9311.51,98476.53
62.05,341.96,9344.37,98393.77
62.17,342.85,9383.89,98324.79
62.27,343.60,9416.88,98255.81
62.38,344.49,9456.55,98173.05
62.50,345.39,9496.31,98090.28
62.61,346.14,9529.51,98007.51
62.73,347.05,9569.43,97938.54
62.84,347.95,9609.44,97855.77
62.95,348.71,9642.85,97772.99
63.07,349.63,9683.02,97690.23
63.19,350.54,9723.27,97607.46
63.31,351.47,9763.62,97538.48
63.42,352.24,9797.31,97455.71
63.53,353.17,9837.83,97372.95
63.65,354.10,9878.43,97303.98
63.76,355.04,9919.12,97221.20
63.88,355.98,9959.90,97138.43
63.99,356.77,9993.96,97055.66
64.11,357.72,10034.91,96986.69
64.21,358.52,10069.10,96917.72
64.33,359.31,10103.36,96834.95
64.47,360.44,10151.43,96738.38
64.59,361.40,10192.73,96669.41
64.70,362.38,10234.12,96586.65
64.81,363.35,10275.61,96503.88
64.93,364.17,10310.25,96421.10
65.05,365.15,10351.91,96338.33
65.17,366.14,10393.66,96255.56
65.29,367.13,10435.51,96172.80
65.41,368.13,10477.45,96103.82
65.51,368.97,10512.47,96021.05
65.63,370.14,10561.61,95938.28
65.75,370.98,10596.79,95855.52
65.87,372.00,10639.09,95772.74
66.00,373.02,10681.50,95689.98
66.11,374.04,10723.99,95621.00
66.21,374.89,10759.48,95552.03
66.31,375.75,10795.03,95469.26
66.43,376.78,10837.78,95386.48
66.55,377.81,10880.63,95303.72
66.67,378.85,10923.57,95220.95
66.79,379.90,10966.61,95151.98
66.90,380.77,11002.55,95069.20
67.01,382.01,11052.99,94986.44
67.13,382.89,11089.09,94903.67
67.25,383.96,11132.50,94834.69
67.36,385.03,11176.02,94751.92
67.47,385.93,11212.35,94682.95
67.57,386.65,11241.47,94613.98
67.68,387.73,11285.24,94545.01
67.79,388.64,11321.78,94462.23
67.90,389.73,11365.73,94393.27
68.01,390.65,11402.43,94310.49
68.12,391.75,11446.56,94241.52
68.23,392.67,11483.41,94158.75
68.35,393.77,11527.73,94075.98
68.47,395.07,11579.56,93993.21
68.59,396.00,11616.66,93910.44
68.71,397.13,11661.28,93827.67
68.83,398.26,11706.00,93744.90
68.94,399.39,11750.83,93675.93
69.05,400.53,11795.75,93593.16
69.17,401.48,11833.27,93510.39
69.29,402.63,11878.39,93427.62
69.40,403.79,11923.61,93358.65
69.51,404.76,11961.37,93275.88
69.63,405.93,12006.78,93193.11
69.75,407.29,12059.89,93110.34
69.87,408.28,12097.92,93027.57
69.99,409.46,12143.65,92944.80
70.11,410.65,12189.48,92862.03
70.23,412.04,12243.09,92779.26
70.35,413.24,12289.15,92696.49
70.47,414.24,12327.62,92613.73
70.59,415.45,12373.88,92530.96
70.72,416.86,12427.99,92448.19
70.83,417.88,12466.73,92379.21
70.93,418.69,12497.77,92310.23
71.06,419.92,12544.43,92241.27
71.16,420.94,12583.39,92158.49
71.29,422.38,12638.06,92075.73
71.40,423.42,12677.20,91992.95
71.52,424.88,12732.13,91910.19
71.64,425.92,12771.45,91841.21
71.74,426.96,12810.85,91772.24
71.85,428.02,12850.33,91703.27
71.96,429.07,12889.88,91620.49
72.08,430.34,12937.44,91537.73
72.20,431.62,12985.12,91468.75
72.30,432.69,13024.93,91385.98
72.42,433.98,13072.81,91317.01
72.52,435.27,13120.80,91234.23
72.64,436.36,13160.88,91151.47
72.76,437.66,13209.07,91068.70
72.87,438.97,13257.38,90985.93
72.99,440.28,13305.80,90903.16
73.11,441.60,13354.33,90820.39
73.23,442.93,13402.98,90737.62
73.35,444.26,13451.74,90654.86
73.47,445.59,13500.61,90572.09
73.60,446.93,13549.59,90489.32
73.72,448.28,13598.69,90406.55
73.84,449.63,13647.90,90337.58
73.94,450.76,13688.99,90268.60
74.06,451.90,13730.17,90199.62
74.16,453.04,13771.43,90116.86
74.27,454.42,13821.04,90047.88
74.38,455.57,13862.47,89965.11
74.50,457.19,13920.61,89882.34
74.61,458.35,13962.24,89813.37
74.72,459.52,14003.94,89730.60
74.83,460.92,14054.10,89661.62
74.94,462.33,14104.37,89578.86
75.06,463.51,14146.36,89496.09
75.17,464.93,14196.85,89427.12
75.28,466.12,14239.01,89344.34
75.39,467.55,14289.71,89275.37
75.50,468.98,14340.53,89192.60
75.62,470.19,14382.97,89123.62
75.72,471.39,14425.50,89040.86
75.84,472.84,14476.63,88958.09
75.96,474.30,14527.89,88875.32
76.08,475.77,14579.26,88806.34
76.18,477.00,14622.16,88723.58
76.30,478.47,14673.76,88654.60
76.40,479.71,14716.84,88571.84
76.52,480.95,14760.01,88502.86
76.63,482.45,14811.93,88433.88
76.73,483.70,14855.29,88351.12
76.85,485.21,14907.43,88282.14
76.96,486.47,14950.97,88199.38
77.08,487.98,15003.33,88116.61
77.20,489.51,15055.81,88033.84
77.32,491.03,15108.42,87951.06
77.44,492.57,15161.14,87868.30
77.56,494.11,15213.99,87799.32
77.67,495.40,15258.12,87716.55
77.79,497.21,15320.05,87633.79
77.90,498.51,15364.39,87564.80
78.01,499.82,15408.81,87495.84
78.12,501.13,15453.32,87426.86
78.22,502.44,15497.92,87344.09
78.34,504.03,15551.55,87275.12
78.44,505.35,15596.34,87192.35
78.55,506.94,15650.20,87123.38
78.66,508.27,15695.17,87040.60
78.78,509.88,15749.26,86957.84
78.90,511.49,15803.47,86875.06
79.02,513.10,15857.81,86806.09
79.12,514.73,15912.27,86723.32
79.24,516.08,15957.75,86640.55
79.36,517.71,16012.44,86557.79
79.48,519.35,16067.25,86488.81
79.58,521.00,16122.19,86406.05
79.70,522.66,16177.26,86323.27
79.82,524.04,16223.24,86240.51
79.94,525.70,16278.54,86171.53
80.04,527.10,16324.72,86088.77
80.16,528.78,16380.26,86019.79
80.26,530.46,16435.92,85937.02
80.38,532.15,16491.71,85854.24
80.49,533.56,16538.29,85785.27
80.60,534.98,16584.97,85716.30
80.70,536.40,16631.74,85647.32
80.82,537.82,16678.59,85578.35
80.92,539.53,16734.93,85495.58
81.04,540.96,16781.98,85412.81
81.15,542.69,16838.56,85330.05
81.27,544.42,16895.26,85261.07
81.38,545.86,16942.61,85178.30
81.49,547.60,16999.54,85109.33
81.60,549.05,17047.08,85026.55
81.71,550.81,17104.25,84957.59
81.82,552.27,17151.99,84874.81
81.93,554.04,17209.40,84792.05
82.05,555.80,17266.93,84723.07
82.16,557.28,17314.97,84640.30
82.28,559.06,17372.74,84557.53
82.39,560.85,17430.64,84488.56
82.50,562.34,17478.99,84419.59
82.60,564.13,17537.12,84336.81
82.72,565.93,17595.38,84254.05
82.83,567.44,17644.03,84185.07
82.93,568.95,17692.77,84116.09
83.04,570.46,17741.59,84033.33
83.15,572.28,17800.31,83950.56
83.27,574.11,17859.15,83867.79
83.39,575.94,17918.12,83785.02
83.51,577.78,17977.22,83702.26
83.63,579.62,18036.45,83633.28
83.74,581.16,18085.90,83564.30
83.85,582.70,18135.44,83495.33
83.95,584.56,18195.02,83412.56
84.07,586.11,18244.76,83343.59
84.17,587.66,18294.58,83274.61
84.27,589.52,18354.49,83191.84
84.39,591.09,18404.51,83122.87
84.49,592.65,18454.62,83040.10
84.61,594.53,18514.87,82957.33
84.73,596.41,18575.25,82888.35
84.83,598.31,18635.75,82805.59
84.95,599.89,18686.27,82736.61
85.05,601.47,18736.87,82667.64
85.15,603.37,18797.71,82584.88
85.29,605.28,18858.68,82502.10
85.39,606.88,18909.58,82419.33
85.51,608.80,18970.78,82350.35
85.61,610.41,19021.88,82267.59
85.73,612.34,19083.31,82184.82
85.85,614.27,19144.87,82102.05
85.97,616.22,19206.56,82019.28
86.09,618.16,19268.37,81950.30
86.19,619.79,19319.98,81881.34
86.29,621.74,19382.03,81798.56
86.41,623.38,19433.83,81715.80
86.53,625.34,19496.11,81646.82
86.63,626.97,19548.11,81564.05
86.75,628.61,19600.19,81508.88
86.86,630.59,19662.80,81426.10
86.97,632.23,19715.07,81357.12
87.07,633.88,19767.42,81288.16
87.18,635.87,19830.36,81205.38
87.29,637.53,19882.90,81136.41
87.40,639.20,19935.53,81053.64
87.51,641.20,19998.80,80984.66
87.62,643.20,20062.20,80901.90
87.73,644.88,20115.12,80832.92
87.84,646.56,20168.13,80750.16
87.95,648.58,20231.85,80681.18
88.05,650.27,20285.05,80598.41
88.18,652.30,20349.00,80515.64
88.30,654.34,20413.07,80446.67
88.40,656.04,20466.56,80363.90
88.52,658.08,20530.85,80281.13
88.64,660.48,20606.02,80198.36
88.76,662.53,20670.58,80115.59
88.87,664.25,20724.48,80046.62
88.98,665.97,20778.46,79963.85
89.09,668.05,20843.34,79894.88
89.19,669.78,20897.51,79812.11
89.31,671.85,20962.62,79743.13
89.42,673.59,21016.97,79660.37
